symbol,signal_date,entry_date,signal,weighted_score,score_bucket,regime,regime_score,close_signal_day,entry_price,raw_entry_open,volume_ratio,rs5,rs10,rs20,ret5,ret20,rsi14,dist_ma20_pct,drawdown20_pct,atr_pct,min_exit_hold_bars,score_notes,factor_regime,factor_trend,factor_rs,factor_pullback,factor_volume,factor_momentum,factor_drawdown,factor_breakout,ret_t1_pct,ret_t2_pct,ret_t3_pct,ret_t5_pct,ret_t10_pct,max_favorable_t5_pct,max_drawdown_t5_pct,sellable_date_tplus,ret_sellable_tplus_pct,result_t5
FRT,2026-03-24,2026-03-25,WEIGHTED_SCORE,71.0,70-79,RẤT YẾU,0.0,158.0,158.237,158.0,0.757,9.396,12.511,5.936,3.811,-7.602,45.261,1.295,-8.086,3.892,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=9.40,RS10=12.51,RS20=5.94 | pullback:near MA20 ideal,dist=1.30% | volume:volume weak 0.76x | momentum:ret5=3.81,rsi=45.3,macd_up=True | drawdown:healthy pullback -8.09% | breakout:no breakout",-20.0,6.0,15.0,15.0,-5.0,5.0,5.0,0.0,-0.45,2.394,-0.45,-1.082,-3.546,2.094,-3.041,2026-03-30,-0.45,FAIL
CTD,2026-03-24,2026-03-25,WEIGHTED_SCORE,69.0,60-69,RẤT YẾU,0.0,77.42,77.827,77.71,0.624,3.535,7.923,6.235,-2.05,-7.304,45.889,-1.225,-9.767,4.438,3,"regime:regime=RẤT YẾU:-20.0 | trend:MA20>MA50 | rs:RS5=3.54,RS10=7.92,RS20=6.23 | pullback:near MA20 ideal,dist=-1.22% | volume:volume weak 0.62x | momentum:ret5=-2.05,rsi=45.9,macd_up=True | drawdown:healthy pullback -9.77% | breakout:no breakout",-20.0,6.0,15.0,15.0,-5.0,3.0,5.0,0.0,4.317,4.561,2.493,2.737,0.655,6.96,-0.45,2026-03-30,2.493,WIN
IDC,2026-03-24,2026-03-25,WEIGHTED_SCORE,68.0,60-69,RẤT YẾU,0.0,44.7,45.468,45.4,0.453,7.873,11.406,7.644,2.288,-5.895,46.196,-0.468,-13.707,5.433,3,"regime:regime=RẤT YẾU:-20.0 | trend:MA20>MA50 | rs:RS5=7.87,RS10=11.41,RS20=7.64 | pullback:near MA20 ideal,dist=-0.47% | volume:volume weak 0.45x | momentum:ret5=2.29,rsi=46.2,macd_up=True | drawdown:moderate dd -13.71% | breakout:no breakout",-20.0,6.0,15.0,15.0,-5.0,5.0,2.0,0.0,2.629,6.368,7.028,8.128,6.588,9.367,-1.989,2026-03-30,7.028,WIN
EIB,2026-03-24,2026-03-25,WEIGHTED_SCORE,66.0,60-69,RẤT YẾU,0.0,22.15,22.484,22.45,0.433,1.889,8.921,5.068,-3.696,-8.471,47.651,-1.248,-9.776,4.353,3,"regime:regime=RẤT YẾU:-20.0 | trend:MA20>MA50 | rs:RS5=1.89,RS10=8.92,RS20=5.07 | pullback:near MA20 ideal,dist=-1.25% | volume:volume weak 0.43x | momentum:ret5=-3.70,rsi=47.7,macd_up=True | drawdown:healthy pullback -9.78% | breakout:no breakout",-20.0,6.0,12.0,15.0,-5.0,3.0,5.0,0.0,-0.672,0.885,1.996,3.776,2.219,6.366,-2.006,2026-03-30,1.996,WIN
VIB,2026-03-24,2026-03-25,WEIGHTED_SCORE,66.0,60-69,RẤT YẾU,0.0,15.83,15.954,15.93,0.733,3.786,7.431,10.063,-1.799,-3.476,48.299,-0.662,-5.153,3.068,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=3.79,RS10=7.43,RS20=10.06 | pullback:near MA20 ideal,dist=-0.66% | volume:volume weak 0.73x | momentum:ret5=-1.80,rsi=48.3,macd_up=True | drawdown:healthy pullback -5.15% | breakout:no breakout",-20.0,0.0,18.0,15.0,-5.0,3.0,5.0,0.0,0.428,0.741,0.114,1.932,2.81,2.823,-1.077,2026-03-30,0.114,WIN
DCM,2026-03-24,2026-03-25,WEIGHTED_SCORE,64.0,60-69,RẤT YẾU,0.0,45.35,45.268,45.2,0.48,14.994,-3.184,21.515,9.409,7.976,41.799,-1.031,-14.272,7.159,3,"regime:regime=RẤT YẾU:-20.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=14.99,RS10=-3.18,RS20=21.51 | pullback:near MA20 ideal,dist=-1.03% | volume:volume weak 0.48x | momentum:ret5=9.41,rsi=41.8,macd_up=True | drawdown:moderate dd -14.27% | breakout:no breakout",-20.0,9.0,10.0,15.0,-5.0,3.0,2.0,0.0,7.061,6.84,7.945,-0.229,-0.339,10.737,-1.775,2026-03-30,7.945,FLAT
CRE,2026-03-24,2026-03-25,WEIGHTED_SCORE,63.0,60-69,RẤT YẾU,0.0,7.15,7.161,7.15,0.63,4.615,8.842,5.559,-0.97,-7.979,57.261,-0.314,-8.333,4.625,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=4.62,RS10=8.84,RS20=5.56 | pullback:near MA20 ideal,dist=-0.31% | volume:volume weak 0.63x | momentum:ret5=-0.97,rsi=57.3,macd_up=True | drawdown:healthy pullback -8.33% | breakout:no breakout",-20.0,0.0,15.0,15.0,-5.0,3.0,5.0,0.0,-0.45,6.533,6.533,12.817,11.7,13.634,-1.567,2026-03-30,6.533,WIN
OCB,2026-03-24,2026-03-25,WEIGHTED_SCORE,63.0,60-69,RẤT YẾU,0.0,10.95,11.017,11.0,0.738,6.044,6.512,7.935,0.459,-5.603,44.444,-0.86,-7.595,2.446,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=6.04,RS10=6.51,RS20=7.94 | pullback:near MA20 ideal,dist=-0.86% | volume:volume weak 0.74x | momentum:ret5=0.46,rsi=44.4,macd_up=True | drawdown:healthy pullback -7.59% | breakout:no breakout",-20.0,0.0,15.0,15.0,-5.0,3.0,5.0,0.0,0.912,1.366,0.912,1.82,4.997,2.427,-1.358,2026-03-30,0.912,WIN
IJC,2026-03-24,2026-03-25,WEIGHTED_SCORE,63.0,60-69,RẤT YẾU,0.0,10.1,10.165,10.15,0.708,5.092,8.359,7.931,-0.493,-5.607,47.396,-1.0,-8.597,2.907,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=5.09,RS10=8.36,RS20=7.93 | pullback:near MA20 ideal,dist=-1.00% | volume:volume weak 0.71x | momentum:ret5=-0.49,rsi=47.4,macd_up=True | drawdown:healthy pullback -8.60% | breakout:no breakout",-20.0,0.0,15.0,15.0,-5.0,3.0,5.0,0.0,-0.45,1.518,0.042,0.042,0.042,2.201,-1.434,2026-03-30,0.042,FLAT
HNG,2026-03-24,2026-03-25,WEIGHTED_SCORE,60.0,60-69,RẤT YẾU,0.0,6.1,6.109,6.1,0.448,7.252,8.868,8.851,1.667,-4.688,45.0,-0.245,-12.857,4.801,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=7.25,RS10=8.87,RS20=8.85 | pullback:near MA20 ideal,dist=-0.25% | volume:volume weak 0.45x | momentum:ret5=1.67,rsi=45.0,macd_up=True | drawdown:moderate dd -12.86% | breakout:no breakout",-20.0,0.0,15.0,15.0,-5.0,3.0,2.0,0.0,-0.45,-0.45,-0.45,-0.45,4.461,0.887,-3.724,2026-03-30,-0.45,FLAT
SAB,2026-03-24,2026-03-25,WEIGHTED_SCORE,60.0,60-69,RẤT YẾU,0.0,45.1,44.867,44.8,0.673,7.276,4.477,5.957,1.691,-7.582,46.341,-0.392,-9.619,2.867,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=7.28,RS10=4.48,RS20=5.96 | pullback:near MA20 ideal,dist=-0.39% | volume:volume weak 0.67x | momentum:ret5=1.69,rsi=46.3,macd_up=True | drawdown:healthy pullback -9.62% | breakout:no breakout",-20.0,0.0,10.0,15.0,-5.0,5.0,5.0,0.0,-2.79,-1.898,-1.898,-1.118,0.888,0.03,-6.579,2026-03-30,-1.898,FAIL
NT2,2026-03-25,2026-03-26,WEIGHTED_SCORE,89.0,80+,RẤT YẾU,0.0,27.7,28.192,28.15,1.828,9.785,9.182,10.534,6.538,-0.36,47.475,3.503,-5.942,3.984,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50 | rs:RS5=9.78,RS10=9.18,RS20=10.53 | pullback:near MA20 acceptable,dist=3.50% | volume:volume good 1.83x | momentum:ret5=6.54,rsi=47.5,macd_up=True | drawdown:healthy pullback -5.94% | breakout:no breakout",-20.0,12.0,18.0,9.0,10.0,5.0,5.0,0.0,-1.337,-1.337,-2.401,-4.529,-9.14,0.846,-4.884,2026-03-31,-2.401,FAIL
HAG,2026-03-25,2026-03-26,WEIGHTED_SCORE,80.0,80+,RẤT YẾU,0.0,15.95,15.623,15.6,1.625,8.181,11.106,8.15,4.934,-2.744,51.282,3.504,-3.333,3.538,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=8.18,RS10=11.11,RS20=8.15 | pullback:near MA20 acceptable,dist=3.50% | volume:volume good 1.62x | momentum:ret5=4.93,rsi=51.3,macd_up=True | drawdown:healthy pullback -3.33% | breakout:no breakout",-20.0,6.0,15.0,9.0,10.0,5.0,5.0,0.0,3.071,4.671,4.671,3.711,3.391,5.971,-0.45,2026-03-31,4.671,WIN
PC1,2026-03-25,2026-03-26,WEIGHTED_SCORE,80.0,80+,RẤT YẾU,0.0,27.9,28.943,28.9,0.667,9.735,8.553,16.575,6.489,5.682,45.635,1.658,-13.354,5.645,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=9.74,RS10=8.55,RS20=16.58 | pullback:near MA20 ideal,dist=1.66% | volume:volume weak 0.67x | momentum:ret5=6.49,rsi=45.6,macd_up=True | drawdown:moderate dd -13.35% | breakout:no breakout",-20.0,15.0,18.0,15.0,-5.0,5.0,2.0,0.0,0.241,0.414,-2.523,-4.25,-7.533,4.778,-6.669,2026-03-31,-2.523,FAIL
EVF,2026-03-25,2026-03-26,WEIGHTED_SCORE,78.0,70-79,RẤT YẾU,0.0,13.9,14.021,14.0,0.787,3.971,0.587,18.646,0.725,7.752,53.676,0.944,-8.852,6.706,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=3.97,RS10=0.59,RS20=18.65 | pullback:near MA20 ideal,dist=0.94% | volume:volume weak 0.79x | momentum:ret5=0.72,rsi=53.7,macd_up=True | drawdown:healthy pullback -8.85% | breakout:no breakout",-20.0,15.0,13.0,15.0,-5.0,5.0,5.0,0.0,1.69,3.116,0.977,-2.233,-1.52,5.669,-4.016,2026-03-31,0.977,FAIL
MSH,2026-03-25,2026-03-26,WEIGHTED_SCORE,74.0,70-79,RẤT YẾU,0.0,36.85,36.855,36.8,0.33,3.382,5.434,5.381,0.136,-5.513,46.983,0.129,-10.122,3.615,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50 | rs:RS5=3.38,RS10=5.43,RS20=5.38 | pullback:near MA20 ideal,dist=0.13% | volume:volume weak 0.33x | momentum:ret5=0.14,rsi=47.0,macd_up=True | drawdown:moderate dd -10.12% | breakout:no breakout",-20.0,12.0,15.0,15.0,-5.0,5.0,2.0,0.0,2.264,0.771,1.721,1.45,1.45,3.049,-1.535,2026-03-31,1.721,WIN
DXG,2026-03-25,2026-03-26,WEIGHTED_SCORE,73.0,70-79,RẤT YẾU,0.0,14.15,14.271,14.25,1.097,5.783,6.225,0.451,2.536,-10.443,50.538,0.604,-11.562,5.098,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=5.78,RS10=6.22,RS20=0.45 | pullback:near MA20 ideal,dist=0.60% | volume:volume acceptable 1.10x | momentum:ret5=2.54,rsi=50.5,macd_up=True | drawdown:moderate dd -11.56% | breakout:no breakout",-20.0,6.0,11.0,15.0,4.0,5.0,2.0,0.0,2.003,-0.099,1.652,0.952,6.207,5.907,-3.603,2026-03-31,1.652,FLAT
ACB,2026-03-25,2026-03-26,WEIGHTED_SCORE,71.0,70-79,RẤT YẾU,0.0,23.8,23.736,23.7,0.798,3.457,6.645,8.235,0.211,-2.658,51.908,1.688,-3.252,2.806,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=3.46,RS10=6.65,RS20=8.24 | pullback:near MA20 ideal,dist=1.69% | volume:volume weak 0.80x | momentum:ret5=0.21,rsi=51.9,macd_up=True | drawdown:healthy pullback -3.25% | breakout:no breakout",-20.0,6.0,15.0,15.0,-5.0,5.0,5.0,0.0,-0.028,-0.239,-1.082,-0.871,0.182,0.093,-2.135,2026-03-31,-1.082,FLAT
TNG,2026-03-25,2026-03-26,WEIGHTED_SCORE,69.0,60-69,RẤT YẾU,0.0,23.73,23.866,23.83,0.626,4.484,2.036,11.317,1.237,0.423,45.392,-0.614,-10.011,6.264,3,"regime:regime=RẤT YẾU:-20.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=4.48,RS10=2.04,RS20=11.32 | pullback:near MA20 ideal,dist=-0.61% | volume:volume weak 0.63x | momentum:ret5=1.24,rsi=45.4,macd_up=True | drawdown:moderate dd -10.01% | breakout:no breakout",-20.0,9.0,13.0,15.0,-5.0,5.0,2.0,0.0,4.872,4.872,7.721,-2.084,-6.19,13.957,-6.19,2026-03-31,7.721,FAIL
VPB,2026-03-25,2026-03-26,WEIGHTED_SCORE,68.0,60-69,RẤT YẾU,0.0,25.84,25.879,25.84,1.136,5.99,3.482,2.04,2.744,-8.854,46.093,0.13,-10.835,3.826,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=5.99,RS10=3.48,RS20=2.04 | pullback:near MA20 ideal,dist=0.13% | volume:volume acceptable 1.14x | momentum:ret5=2.74,rsi=46.1,macd_up=True | drawdown:moderate dd -10.84% | breakout:no breakout",-20.0,6.0,6.0,15.0,4.0,5.0,2.0,0.0,0.13,-1.223,1.057,-0.643,2.603,3.23,-3.309,2026-03-31,1.057,FLAT
HHV,2026-03-25,2026-03-26,WEIGHTED_SCORE,66.0,60-69,RẤT YẾU,0.0,12.1,12.118,12.1,0.876,2.427,10.667,6.925,-0.82,-3.968,51.087,1.553,-6.564,5.018,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=2.43,RS10=10.67,RS20=6.93 | pullback:near MA20 ideal,dist=1.55% | volume:volume weak 0.88x | momentum:ret5=-0.82,rsi=51.1,macd_up=True | drawdown:healthy pullback -6.56% | breakout:no breakout",-20.0,6.0,12.0,15.0,-5.0,3.0,5.0,0.0,0.375,-0.45,1.201,-0.45,6.152,2.964,-2.1,2026-03-31,1.201,FLAT
SHB,2026-03-25,2026-03-26,WEIGHTED_SCORE,65.0,60-69,RẤT YẾU,0.0,14.8,14.772,14.75,1.153,2.575,5.777,3.509,-0.671,-7.384,46.571,-0.654,-7.96,3.374,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=2.58,RS10=5.78,RS20=3.51 | pullback:near MA20 ideal,dist=-0.65% | volume:volume acceptable 1.15x | momentum:ret5=-0.67,rsi=46.6,macd_up=True | drawdown:healthy pullback -7.96% | breakout:no breakout",-20.0,0.0,8.0,15.0,4.0,3.0,5.0,0.0,2.529,2.867,3.544,-1.127,4.627,3.921,-1.804,2026-03-31,3.544,FAIL
DIG,2026-03-25,2026-03-26,WEIGHTED_SCORE,64.0,60-69,RẤT YẾU,0.0,13.8,13.871,13.85,0.942,5.849,7.43,0.796,2.602,-10.098,50.562,1.117,-12.381,4.425,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=5.85,RS10=7.43,RS20=0.80 | pullback:near MA20 ideal,dist=1.12% | volume:volume weak 0.94x | momentum:ret5=2.60,rsi=50.6,macd_up=True | drawdown:moderate dd -12.38% | breakout:no breakout",-20.0,6.0,11.0,15.0,-5.0,5.0,2.0,0.0,3.876,2.074,2.434,2.434,4.597,5.018,-2.973,2026-03-31,2.434,WIN
GMD,2026-03-25,2026-03-26,WEIGHTED_SCORE,64.0,60-69,RẤT YẾU,0.0,77.2,77.416,77.3,0.555,0.476,4.974,7.394,-2.771,-3.5,49.856,0.123,-13.743,4.719,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50 | rs:RS5=0.48,RS10=4.97,RS20=7.39 | pullback:near MA20 ideal,dist=0.12% | volume:volume weak 0.55x | momentum:ret5=-2.77,rsi=49.9,macd_up=True | drawdown:moderate dd -13.74% | breakout:no breakout",-20.0,12.0,7.0,15.0,-5.0,3.0,2.0,0.0,1.1,1.1,2.392,-4.712,-5.229,3.9,-7.296,2026-03-31,2.392,FAIL
KDC,2026-03-25,2026-03-26,WEIGHTED_SCORE,62.0,60-69,RẤT YẾU,0.0,49.6,49.975,49.9,1.499,1.464,0.745,5.913,-1.782,-4.981,44.366,-1.714,-4.981,2.542,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=1.46,RS10=0.74,RS20=5.91 | pullback:near MA20 acceptable,dist=-1.71% | volume:volume good 1.50x | momentum:ret5=-1.78,rsi=44.4,macd_up=True | drawdown:healthy pullback -4.98% | breakout:no breakout",-20.0,0.0,7.0,9.0,10.0,1.0,5.0,0.0,-1.55,-2.251,-2.651,-2.651,-2.651,-0.65,-4.052,2026-03-31,-2.651,FAIL
PDR,2026-03-25,2026-03-26,WEIGHTED_SCORE,62.0,60-69,RẤT YẾU,0.0,15.3,15.323,15.3,1.018,3.574,4.059,0.894,0.328,-10.0,46.067,-0.682,-12.069,4.669,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=3.57,RS10=4.06,RS20=0.89 | pullback:near MA20 ideal,dist=-0.68% | volume:volume acceptable 1.02x | momentum:ret5=0.33,rsi=46.1,macd_up=True | drawdown:moderate dd -12.07% | breakout:no breakout",-20.0,0.0,6.0,15.0,4.0,5.0,2.0,0.0,6.729,8.034,6.403,4.771,8.687,9.366,-1.429,2026-03-31,6.403,WIN
KDH,2026-03-25,2026-03-26,WEIGHTED_SCORE,60.0,60-69,RẤT YẾU,0.0,25.85,26.089,26.05,1.051,1.911,4.447,3.38,-1.336,-7.513,45.263,-0.567,-8.818,4.559,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=1.91,RS10=4.45,RS20=3.38 | pullback:near MA20 ideal,dist=-0.57% | volume:volume acceptable 1.05x | momentum:ret5=-1.34,rsi=45.3,macd_up=True | drawdown:healthy pullback -8.82% | breakout:no breakout",-20.0,0.0,3.0,15.0,4.0,3.0,5.0,0.0,0.892,-0.45,-0.641,-0.066,0.125,2.125,-3.325,2026-03-31,-0.641,FLAT
CTR,2026-03-26,2026-03-27,WEIGHTED_SCORE,79.0,70-79,RẤT YẾU,0.0,85.0,86.129,86.0,1.907,6.866,8.739,1.322,3.659,-11.181,51.055,1.577,-12.91,3.311,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=6.87,RS10=8.74,RS20=1.32 | pullback:near MA20 ideal,dist=1.58% | volume:volume good 1.91x | momentum:ret5=3.66,rsi=51.1,macd_up=True | drawdown:moderate dd -12.91% | breakout:no breakout",-20.0,6.0,11.0,15.0,10.0,5.0,2.0,0.0,-0.45,-0.218,0.363,-1.727,-0.914,1.688,-4.049,2026-04-01,0.363,FAIL
FCN,2026-03-26,2026-03-27,WEIGHTED_SCORE,75.0,70-79,RẤT YẾU,0.0,12.8,12.919,12.9,1.148,7.273,10.914,4.922,4.065,-7.581,58.889,3.854,-8.244,4.799,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA5>MA20 | rs:RS5=7.27,RS10=10.91,RS20=4.92 | pullback:near MA20 acceptable,dist=3.85% | volume:volume acceptable 1.15x | momentum:ret5=4.07,rsi=58.9,macd_up=True | drawdown:healthy pullback -8.24% | breakout:no breakout",-20.0,11.0,11.0,9.0,4.0,5.0,5.0,0.0,-0.063,1.098,1.098,-0.45,6.904,2.346,-3.546,2026-04-01,1.098,FLAT
DPM,2026-03-26,2026-03-27,WEIGHTED_SCORE,66.0,60-69,RẤT YẾU,0.0,31.1,31.347,31.3,0.757,4.346,-4.729,29.861,1.138,17.358,49.853,2.143,-13.128,7.04,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.35,RS10=-4.73,RS20=29.86 | pullback:near MA20 acceptable,dist=2.14% | volume:volume weak 0.76x | momentum:ret5=1.14,rsi=49.9,macd_up=True | drawdown:moderate dd -13.13% | breakout:no breakout",-20.0,15.0,10.0,9.0,-5.0,5.0,2.0,0.0,-1.885,-5.075,-8.106,-8.425,-7.468,1.005,-8.904,2026-04-01,-8.106,FAIL
HCM,2026-03-26,2026-03-27,WEIGHTED_SCORE,60.0,60-69,RẤT YẾU,0.0,21.75,21.833,21.8,1.335,9.047,2.89,2.565,5.839,-9.938,41.209,-1.528,-15.534,4.351,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=9.05,RS10=2.89,RS20=2.57 | pullback:near MA20 acceptable,dist=-1.53% | volume:volume good 1.34x | momentum:ret5=5.84,rsi=41.2,macd_up=True | drawdown:moderate dd -15.53% | breakout:no breakout",-20.0,0.0,6.0,9.0,10.0,3.0,2.0,0.0,1.84,3.672,7.337,10.314,15.581,12.075,-1.824,2026-04-01,7.337,WIN
VHC,2026-03-26,2026-03-27,WEIGHTED_SCORE,60.0,60-69,RẤT YẾU,0.0,59.3,58.387,58.3,0.408,4.23,4.823,7.231,1.022,-5.272,50.262,-0.277,-9.188,3.252,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=4.23,RS10=4.82,RS20=7.23 | pullback:near MA20 ideal,dist=-0.28% | volume:volume weak 0.41x | momentum:ret5=1.02,rsi=50.3,macd_up=True | drawdown:healthy pullback -9.19% | breakout:no breakout",-20.0,0.0,10.0,15.0,-5.0,5.0,5.0,0.0,1.263,0.749,0.578,-1.991,4.517,1.477,-2.162,2026-04-01,0.578,FAIL
SHS,2026-03-27,2026-03-30,WEIGHTED_SCORE,79.0,70-79,RẤT YẾU,20.0,17.1,16.525,16.5,1.359,5.358,5.65,1.513,6.875,-9.524,53.623,1.454,-16.99,6.934,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=5.36,RS10=5.65,RS20=1.51 | pullback:near MA20 ideal,dist=1.45% | volume:volume good 1.36x | momentum:ret5=6.88,rsi=53.6,macd_up=True | drawdown:moderate dd -16.99% | breakout:no breakout",-20.0,6.0,11.0,15.0,10.0,5.0,2.0,0.0,0.761,5.602,3.181,-0.45,8.022,7.117,-4.686,2026-04-02,3.181,FLAT
SBT,2026-03-27,2026-03-30,WEIGHTED_SCORE,74.0,70-79,RẤT YẾU,20.0,21.5,21.532,21.5,1.279,9.194,2.701,5.667,10.711,-5.37,52.857,1.566,-5.784,2.252,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=9.19,RS10=2.70,RS20=5.67 | pullback:near MA20 ideal,dist=1.57% | volume:volume good 1.28x | momentum:ret5=10.71,rsi=52.9,macd_up=True | drawdown:healthy pullback -5.78% | breakout:no breakout",-20.0,6.0,10.0,15.0,10.0,-2.0,5.0,0.0,-0.914,-2.633,-3.979,-4.815,-4.63,-0.75,-5.698,2026-04-02,-3.979,FAIL
MSB,2026-03-27,2026-03-30,WEIGHTED_SCORE,74.0,70-79,RẤT YẾU,20.0,11.35,11.317,11.3,1.246,-0.628,2.271,4.07,0.889,-6.967,64.865,0.132,-7.347,2.234,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=-0.63,RS10=2.27,RS20=4.07 | pullback:near MA20 ideal,dist=0.13% | volume:volume good 1.25x | momentum:ret5=0.89,rsi=64.9,macd_up=True | drawdown:healthy pullback -7.35% | breakout:no breakout",-20.0,6.0,3.0,15.0,10.0,5.0,5.0,0.0,1.759,2.201,0.434,1.317,12.805,3.227,-1.333,2026-04-02,0.434,WIN
SCS,2026-03-27,2026-03-30,WEIGHTED_SCORE,72.0,70-79,RẤT YẾU,20.0,54.3,53.781,53.7,1.079,2.308,4.028,5.801,3.824,-5.236,64.151,1.391,-7.653,2.184,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=2.31,RS10=4.03,RS20=5.80 | pullback:near MA20 ideal,dist=1.39% | volume:volume acceptable 1.08x | momentum:ret5=3.82,rsi=64.2,macd_up=True | drawdown:healthy pullback -7.65% | breakout:no breakout",-20.0,6.0,7.0,15.0,4.0,5.0,5.0,0.0,0.666,0.666,0.852,-1.565,-0.078,1.853,-1.751,2026-04-02,0.852,FAIL
SCR,2026-03-27,2026-03-30,WEIGHTED_SCORE,71.0,70-79,RẤT YẾU,20.0,6.24,6.159,6.15,1.639,4.787,10.664,7.781,6.303,-3.256,67.76,6.104,-5.598,4.018,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=4.79,RS10=10.66,RS20=7.78 | pullback:not pullback zone,dist=6.10% | volume:volume good 1.64x | momentum:ret5=6.30,rsi=67.8,macd_up=True | drawdown:healthy pullback -5.60% | breakout:no breakout",-20.0,6.0,15.0,0.0,10.0,5.0,5.0,0.0,1.336,2.473,0.687,-3.372,1.986,4.608,-3.372,2026-04-02,0.687,FAIL
HSG,2026-03-27,2026-03-30,WEIGHTED_SCORE,67.0,60-69,RẤT YẾU,20.0,11.44,11.227,11.21,0.925,3.341,5.193,3.295,4.858,-7.742,64.384,1.929,-8.917,3.022,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=3.34,RS10=5.19,RS20=3.29 | pullback:near MA20 ideal,dist=1.93% | volume:volume weak 0.92x | momentum:ret5=4.86,rsi=64.4,macd_up=True | drawdown:healthy pullback -8.92% | breakout:no breakout",-20.0,6.0,11.0,15.0,-5.0,5.0,5.0,0.0,1.243,1.599,1.955,-0.093,4.716,3.08,-1.073,2026-04-02,1.955,FLAT
KSB,2026-03-27,2026-03-30,WEIGHTED_SCORE,62.0,60-69,RẤT YẾU,20.0,16.45,16.024,16.0,1.112,3.261,-2.7,3.975,4.777,-7.062,58.025,-0.874,-8.101,3.995,3,"regime:regime=RẤT YẾU:-20.0 | trend: | rs:RS5=3.26,RS10=-2.70,RS20=3.97 | pullback:near MA20 ideal,dist=-0.87% | volume:volume acceptable 1.11x | momentum:ret5=4.78,rsi=58.0,macd_up=True | drawdown:healthy pullback -8.10% | breakout:no breakout",-20.0,0.0,3.0,15.0,4.0,5.0,5.0,0.0,-0.138,1.422,-0.45,-2.946,2.359,1.746,-2.946,2026-04-02,-0.45,FAIL
ELC,2026-03-27,2026-03-30,WEIGHTED_SCORE,61.0,60-69,RẤT YẾU,20.0,18.35,18.127,18.1,0.453,2.449,5.054,0.988,3.966,-10.049,55.285,1.62,-12.619,3.62,3,"regime:regime=RẤT YẾU:-20.0 | trend:close>MA20 | rs:RS5=2.45,RS10=5.05,RS20=0.99 | pullback:near MA20 ideal,dist=1.62% | volume:volume weak 0.45x | momentum:ret5=3.97,rsi=55.3,macd_up=True | drawdown:moderate dd -12.62% | breakout:no breakout",-20.0,6.0,8.0,15.0,-5.0,5.0,2.0,0.0,-1.001,0.929,2.033,-2.656,-2.381,3.939,-4.311,2026-04-02,2.033,FAIL
