symbol,signal_date,entry_date,signal,weighted_score,score_bucket,regime,regime_score,close_signal_day,entry_price,raw_entry_open,volume_ratio,rs5,rs10,rs20,ret5,ret20,rsi14,dist_ma20_pct,drawdown20_pct,atr_pct,min_exit_hold_bars,score_notes,factor_regime,factor_trend,factor_rs,factor_pullback,factor_volume,factor_momentum,factor_drawdown,factor_breakout,ret_t1_pct,ret_t2_pct,ret_t3_pct,ret_t5_pct,ret_t10_pct,max_favorable_t5_pct,max_drawdown_t5_pct,sellable_date_tplus,ret_sellable_tplus_pct,result_t5
BID,2024-05-06,2024-05-07,WEIGHTED_SCORE,64.0,60-69,YẾU,35.0,41.29,41.432,41.37,0.744,-1.981,-1.741,0.845,1.003,-2.687,44.342,0.225,-7.338,3.624,3,"regime:regime=YẾU:-10.0 | trend:close>MA20 | rs:RS5=-1.98,RS10=-1.74,RS20=0.85 | pullback:near MA20 ideal,dist=0.22% | volume:volume weak 0.74x | momentum:ret5=1.00,rsi=44.3,macd_up=True | drawdown:healthy pullback -7.34% | breakout:no breakout",-10.0,6.0,0.0,15.0,-5.0,3.0,5.0,0.0,-2.019,-2.622,-3.515,-5.373,-1.632,0.047,-5.47,2024-05-10,-3.515,FAIL
GVR,2024-05-06,2024-05-07,WEIGHTED_SCORE,64.0,60-69,YẾU,35.0,30.48,30.626,30.58,1.47,2.776,0.669,-7.94,5.76,-11.473,48.136,2.114,-11.473,4.823,3,"regime:regime=YẾU:-10.0 | trend:close>MA20 | rs:RS5=2.78,RS10=0.67,RS20=-7.94 | pullback:near MA20 acceptable,dist=2.11% | volume:volume good 1.47x | momentum:ret5=5.76,rsi=48.1,macd_up=True | drawdown:moderate dd -11.47% | breakout:no breakout",-10.0,6.0,-8.0,9.0,10.0,5.0,2.0,0.0,0.824,0.987,0.66,3.371,6.081,4.181,-3.029,2024-05-10,0.66,WIN
FTS,2024-05-06,2024-05-07,WEIGHTED_SCORE,64.0,60-69,YẾU,35.0,37.04,37.606,37.55,1.512,2.065,0.133,-4.807,5.048,-8.34,47.631,2.469,-11.409,5.535,3,"regime:regime=YẾU:-10.0 | trend:close>MA20 | rs:RS5=2.06,RS10=0.13,RS20=-4.81 | pullback:near MA20 acceptable,dist=2.47% | volume:volume good 1.51x | momentum:ret5=5.05,rsi=47.6,macd_up=True | drawdown:moderate dd -11.41% | breakout:no breakout",-10.0,6.0,-8.0,9.0,10.0,5.0,2.0,0.0,0.906,0.561,1.412,0.242,10.134,3.133,-2.125,2024-05-10,1.412,FLAT
EVF,2024-05-06,2024-05-07,WEIGHTED_SCORE,62.0,60-69,YẾU,35.0,13.13,13.52,13.5,1.679,-0.805,3.842,-9.572,2.179,-13.104,42.385,-0.41,-14.463,4.303,3,"regime:regime=YẾU:-10.0 | trend: | rs:RS5=-0.80,RS10=3.84,RS20=-9.57 | pullback:near MA20 ideal,dist=-0.41% | volume:volume good 1.68x | momentum:ret5=2.18,rsi=42.4,macd_up=True | drawdown:moderate dd -14.46% | breakout:no breakout",-10.0,0.0,-8.0,15.0,10.0,3.0,2.0,0.0,-2.521,-4.888,-5.257,-7.994,8.056,-0.75,-8.66,2024-05-10,-5.257,FAIL
CTD,2024-05-06,2024-05-07,WEIGHTED_SCORE,62.0,60-69,YẾU,35.0,59.33,59.589,59.5,1.105,-0.23,-0.311,-3.005,2.754,-6.537,42.117,0.077,-7.441,3.249,3,"regime:regime=YẾU:-10.0 | trend:close>MA20 | rs:RS5=-0.23,RS10=-0.31,RS20=-3.01 | pullback:near MA20 ideal,dist=0.08% | volume:volume acceptable 1.11x | momentum:ret5=2.75,rsi=42.1,macd_up=True | drawdown:healthy pullback -7.44% | breakout:no breakout",-10.0,6.0,-11.0,15.0,4.0,3.0,5.0,0.0,1.044,0.591,0.742,-0.45,7.706,3.261,-1.322,2024-05-10,0.742,FLAT
PVS,2024-05-06,2024-05-07,WEIGHTED_SCORE,61.0,60-69,YẾU,35.0,37.25,37.496,37.44,0.638,0.317,-0.382,-3.575,3.3,-7.107,46.388,0.265,-9.389,3.906,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA20>MA50 | rs:RS5=0.32,RS10=-0.38,RS20=-3.58 | pullback:near MA20 ideal,dist=0.27% | volume:volume weak 0.64x | momentum:ret5=3.30,rsi=46.4,macd_up=True | drawdown:healthy pullback -9.39% | breakout:no breakout",-10.0,12.0,-11.0,15.0,-5.0,5.0,5.0,0.0,4.937,3.711,7.124,6.138,10.805,8.051,-2.423,2024-05-10,7.124,WIN
REE,2024-05-07,2024-05-08,WEIGHTED_SCORE,90.0,80+,YẾU,35.0,47.7,48.212,48.14,1.213,4.712,3.673,5.492,8.335,3.696,59.661,5.522,-1.953,2.592,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.71,RS10=3.67,RS20=5.49 | pullback:not pullback zone,dist=5.52% | volume:volume good 1.21x | momentum:ret5=8.34,rsi=59.7,macd_up=True | drawdown:healthy pullback -1.95% | breakout:no breakout",-10.0,20.0,10.0,0.0,10.0,5.0,5.0,0.0,0.152,0.152,1.687,1.064,3.325,2.901,-1.819,2024-05-13,1.687,WIN
GMD,2024-05-07,2024-05-08,WEIGHTED_SCORE,86.0,80+,YẾU,35.0,67.96,67.501,67.4,1.409,0.434,0.555,7.014,4.058,5.218,65.15,4.868,-2.075,3.44,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.43,RS10=0.56,RS20=7.01 | pullback:not pullback zone,dist=4.87% | volume:volume good 1.41x | momentum:ret5=4.06,rsi=65.2,macd_up=False | drawdown:healthy pullback -2.07% | breakout:no breakout",-10.0,20.0,7.0,0.0,10.0,4.0,5.0,0.0,-0.094,-0.924,-2.716,-1.65,-0.45,1.976,-3.428,2024-05-13,-2.716,FAIL
HDB,2024-05-07,2024-05-08,WEIGHTED_SCORE,84.0,80+,YẾU,35.0,15.01,15.002,14.98,0.877,4.362,1.042,5.672,7.986,3.875,53.016,3.682,-0.793,3.05,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.36,RS10=1.04,RS20=5.67 | pullback:near MA20 acceptable,dist=3.68% | volume:volume weak 0.88x | momentum:ret5=7.99,rsi=53.0,macd_up=True | drawdown:healthy pullback -0.79% | breakout:no breakout",-10.0,20.0,10.0,9.0,-5.0,5.0,5.0,0.0,-2.716,-2.716,-4.582,-3.583,-0.05,-0.55,-4.582,2024-05-13,-4.582,FAIL
CMG,2024-05-07,2024-05-08,WEIGHTED_SCORE,83.0,80+,YẾU,35.0,39.67,39.73,39.67,0.961,5.002,5.075,14.623,8.625,12.827,50.916,5.763,-2.122,5.292,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.00,RS10=5.08,RS20=14.62 | pullback:not pullback zone,dist=5.76% | volume:volume weak 0.96x | momentum:ret5=8.63,rsi=50.9,macd_up=True | drawdown:healthy pullback -2.12% | breakout:no breakout",-10.0,20.0,18.0,0.0,-5.0,5.0,5.0,0.0,13.872,21.071,20.064,29.528,25.828,35.218,-2.312,2024-05-13,20.064,WIN
MSH,2024-05-07,2024-05-08,WEIGHTED_SCORE,83.0,80+,YẾU,35.0,25.76,25.688,25.65,1.714,2.124,4.583,2.108,5.747,0.312,63.208,4.548,-2.572,3.011,3,"regime:regime=YẾU:-10.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.12,RS10=4.58,RS20=2.11 | pullback:not pullback zone,dist=4.55% | volume:volume good 1.71x | momentum:ret5=5.75,rsi=63.2,macd_up=True | drawdown:healthy pullback -2.57% | breakout:no breakout",-10.0,20.0,3.0,0.0,10.0,5.0,5.0,0.0,6.985,6.985,5.428,9.36,11.112,12.564,-2.202,2024-05-13,5.428,WIN
