rule_name,conditions,n,failrate_pct,winrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,action,confidence,reason
V202_RULE_284,sideway_score20 >= 2 + market_ret5 > 4% + label:structure_context_CÓ_NỀN___SIDEWAY,47,55.32,25.53,-0.227,-1.307,-4.765,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_065,stock_dist_ma20 3-8% + label:volume_context_VOLUME_TĂNG_VỪA,264,55.3,31.44,-0.46,-0.8,-5.098,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_285,market_dist_ma20 > 5% + drawdown20 -10% to 0% + label:structure_context_KHÔNG_RÕ_NỀN,85,55.29,34.12,-0.778,-0.827,-6.255,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_286,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:market_regime_TĂNG_MẠNH,203,55.17,26.11,-1.131,-1.524,-5.108,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_287,stock_ret5 > 8% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,49,55.1,36.73,0.239,0.037,-6.32,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_288,stock_dist_ma20 3-8% + range20 <= 10% + label:market_context_MARKET_ỦNG_HỘ,49,55.1,20.41,-0.504,-1.565,-3.957,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_289,stock_dist_ma20 < -3% + volume_ratio < 1x + label:score_bucket_70-79,149,55.03,28.19,-1.356,-2.088,-5.62,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_066,volatility_contraction20 < 0.8 + label:market_regime_TĂNG_MẠNH,280,55.0,26.07,-0.974,-1.412,-5.106,DOWNGRADE_TO_WATCH,HIGH_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_290,stock_dist_ma20 3-8% + sideway_score20 >= 2 + label:volatility_context_VOLATILITY_TRUNG_TÍNH,60,55.0,25.0,-0.823,-1.387,-4.252,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
V202_RULE_291,sideway_score20 >= 2 + market_ret5 > 4% + label:market_regime_TĂNG_MẠNH,40,55.0,25.0,-0.164,-1.354,-5.089,DOWNGRADE_TO_WATCH,MEDIUM_SAMPLE,Sinh từ V20.2 drilldown; chỉ dùng để hạ recommendation trong V18.2
